,0.25 ADE,0.25 AIE,0.5 ADE,0.5 AIE,0.75 ADE,0.75 AIE
0,0.7789111774739553,0.019918865901724238,0.44029971316020367,-0.0044916691865495295,0.7973150903872579,-0.032692781029418964
1,0.5778541151019116,-0.008566967961036375,1.2156266869329486,-0.004999375092918257,0.7102746195477296,0.004393428292472947
2,0.5119155577967149,-0.007904769677363959,0.5681205899903443,-0.018151656201161187,0.9213204984958796,-0.0027841423381596542
3,0.741695597757912,-0.02488170474904724,0.4099194782911142,-0.009112779196444052,0.8660097377312536,-0.02948650099980142
4,0.5916756854111306,0.03132585865836386,0.8063417893291245,0.0050175707707848715,0.8042866301303342,0.023154015062468006
5,0.8278872498371888,0.008661856854524076,0.6615118930973792,0.022108605369103033,0.7552208838545809,0.03749572115668556
6,0.5266318855295641,-0.003897332512846532,0.7325737035874492,-0.011076341361366175,0.6072279013059401,-0.04217563312741561
7,0.470126395026471,-0.028008303287783604,0.3646632063756127,-0.013180515576230007,0.6447259551787661,0.04242575809278577
8,0.771636671279999,0.014719946396103972,0.41589003376479583,-0.022045741492427454,0.35509871997125697,0.006623519853396971
9,0.5334953499654189,0.029930081675655876,0.49510606074313485,0.009531892824495855,0.7184799865919377,-0.0030284925133041442
