,0.25 ADE,0.25 AIE,0.5 ADE,0.5 AIE,0.75 ADE,0.75 AIE
0,-6.281078831982185,-0.6657843982758407,0.48756964267638336,-0.22317561996096116,-3.363209119038827,0.32666516954313274
1,13.742642260759055,1.1928977849057596,11.434142300322142,0.6983656618551314,8.506387729807834,1.0124981638289536
2,10.017209068316859,-1.179340363336973,6.346143839617041,-0.7644522323127074,-5.006830125497084,0.18959313538086334
3,-4.139290433849704,-0.13477032380321305,-1.6553723653791712,0.44665740688291067,-4.688657771807724,0.05343066043681631
4,-6.1399793862321514,1.878089455700815,6.911352766074995,-0.743691602013719,2.180081432630011,0.29012136413033035
5,15.800989057618596,1.648767010404549,-3.511503448905117,-0.1411449329301911,-3.933679204510979,-0.5614418085396476
6,-10.330322800273377,0.05316511127528571,-2.665672643551326,-0.5330456012260611,-2.2968975379322285,0.3410486290777729
7,-7.537989167780052,-0.8990612103063489,-3.016315188543136,0.34594753060174754,2.8371923237596017,-0.3580435175471922
8,6.8719809653140365,-0.4633108662725266,-3.963396410022596,-0.0863046238478978,-10.468140439056032,1.2213752763186232
9,-5.710880414502185,-0.22131286559164295,4.147266597179168,-0.29865399023885575,3.7974387648405,0.06528638351335417
