,0.25 ADE_1_0_0,0.25 AIE_1_1_0_0,0.25 AIE_2_1_0_0,0.5 ADE_1_0_0,0.5 AIE_1_1_0_0,0.5 AIE_2_1_0_0,0.75 ADE_1_0_0,0.75 AIE_1_1_0_0,0.75 AIE_2_1_0_0,0.25 ADE_0.33_0.67_0,0.25 AIE_1_0.33_0.67_0,0.25 AIE_2_0.33_0.67_0,0.5 ADE_0.33_0.67_0,0.5 AIE_1_0.33_0.67_0,0.5 AIE_2_0.33_0.67_0,0.75 ADE_0.33_0.67_0,0.75 AIE_1_0.33_0.67_0,0.75 AIE_2_0.33_0.67_0,0.25 ADE_0.33_0_0.67,0.25 AIE_1_0.33_0_0.67,0.25 AIE_2_0.33_0_0.67,0.5 ADE_0.33_0_0.67,0.5 AIE_1_0.33_0_0.67,0.5 AIE_2_0.33_0_0.67,0.75 ADE_0.33_0_0.67,0.75 AIE_1_0.33_0_0.67,0.75 AIE_2_0.33_0_0.67,0.25 ADE_0.33_0.33_0.33,0.25 AIE_1_0.33_0.33_0.33,0.25 AIE_2_0.33_0.33_0.33,0.5 ADE_0.33_0.33_0.33,0.5 AIE_1_0.33_0.33_0.33,0.5 AIE_2_0.33_0.33_0.33,0.75 ADE_0.33_0.33_0.33,0.75 AIE_1_0.33_0.33_0.33,0.75 AIE_2_0.33_0.33_0.33
0,1.027750145449572,-0.22487393819964885,0.22487393819964885,1.0813857237378506,-0.5230961345886771,0.5230961345886771,1.0312895975737897,-0.7482381022899913,0.7482381022899913,0.3613293890412605,0.5966108541726219,0.08939603889001654,0.33240123840128494,0.7035795106855104,0.15604585463206624,0.33081435988997887,0.7311030477857202,0.20480895300773957,0.33565415757788175,-0.09568052800093826,-0.6966653447601258,0.31708221241331797,-0.1620292933800658,-0.6311380047445335,0.3620653981829862,-0.26747921384227646,-0.6210549709627834,0.3296649177013216,0.6535077219994703,-0.6535077219994703,0.36195065023602147,0.6867419250853568,-0.6867419250853568,0.35112583781032586,0.7203112513587508,-0.7203112513587508
1,1.0231299406953593,-0.24620583116793343,0.24620583116793343,0.9489580406804125,-0.520653428878773,0.520653428878773,0.9468627851406447,-0.7346857194699906,0.7346857194699906,0.3986775759461295,0.6702638121091826,0.07925208655949399,0.3102004984101442,0.6806848916075428,0.13803858736635602,0.28459987699631345,0.695262296198949,0.22406663419411696,0.2970285162450572,-0.07718544717315447,-0.678125942372454,0.30154697447858514,-0.15348256249927797,-0.6681371001475926,0.3680072895685072,-0.28111197147873246,-0.6184566272010525,0.3340134954707299,0.6381719556022464,-0.6381719556022464,0.3465454716960744,0.6871504005864241,-0.6871504005864241,0.34484307245755924,0.6233810122628871,-0.6233810122628871
2,0.955012848132962,-0.22976584742217263,0.22976584742217263,1.0072932994971744,-0.5157385095058851,0.5157385095058851,1.0122655135293552,-0.7607723209817747,0.7607723209817747,0.3322462158792219,0.6677289903466879,0.08157394466626386,0.340101774384673,0.7144996694149183,0.12281327845309722,0.27622439388177555,0.648942802980792,0.2566550473413637,0.35208335396081347,-0.07066209732421103,-0.6757153752358088,0.3636393347169379,-0.16705138807536873,-0.6773464690250036,0.34255011640025906,-0.23825195599619622,-0.6830257977145499,0.34138654896371956,0.6919917674459287,-0.6919917674459287,0.3151768146795723,0.6794731332316198,-0.6794731332316198,0.34267959586116287,0.6976297514314764,-0.6976297514314764
3,1.0101584604758629,-0.2668841995897135,0.2668841995897135,1.0325209941991746,-0.4771856797309554,0.4771856797309554,0.997577959349822,-0.7519429825820285,0.7519429825820285,0.3501487886121637,0.7072941760807037,0.0806208642086114,0.3658623292327579,0.6827455875655265,0.1762148963793199,0.33342288712745916,0.6745917562764188,0.24080122985118974,0.27278018985275554,-0.0673468370261335,-0.7123211229729132,0.40037381344333794,-0.1829460680132817,-0.6599668544110103,0.29494851522325977,-0.2788010914957238,-0.6246639162410442,0.39642195182388906,0.6807440868634027,-0.6807440868634027,0.36493600155469574,0.6595250975650641,-0.6595250975650641,0.31999907401432315,0.6110768004848879,-0.6110768004848879
4,1.0127728725548257,-0.2597410790887527,0.2597410790887527,0.9947821478909752,-0.49989012683360146,0.49989012683360146,1.0856280037178858,-0.7268764812526204,0.7268764812526204,0.3671475432992502,0.6804096706156083,0.09047221974936057,0.3320038242890621,0.6320396411257789,0.1922170959698574,0.3626177975709661,0.6808925860590631,0.2365210296411958,0.31306366891564186,-0.10729137224942269,-0.6724301539820409,0.35757524407178726,-0.17951809430314716,-0.652833416851327,0.3219088659768115,-0.2376666493085983,-0.6824535244907226,0.3711111903388276,0.6874946729042243,-0.6874946729042243,0.33816596446069175,0.6728981375386238,-0.6728981375386238,0.3496482158528697,0.7446889335432761,-0.7446889335432761
5,1.0590430289773118,-0.24331973573386367,0.24331973573386367,1.0175744890149747,-0.4736225533081628,0.4736225533081628,0.9598261883335079,-0.7403071268644319,0.7403071268644319,0.31476645166004713,0.6961907256358045,0.11046823108897069,0.3715948390570113,0.6969432899392068,0.17770189794252184,0.3361998766805586,0.6409543062921857,0.2672149799165261,0.3540217751024221,-0.1014022926057771,-0.6519616103732169,0.30532206629562175,-0.1276543899777918,-0.686950315125608,0.2947416776712593,-0.24162891042014448,-0.6632291750997478,0.368089113982652,0.6904986199109063,-0.6904986199109063,0.30617126065794187,0.6649859254965365,-0.6649859254965365,0.3436004913167131,0.6719396493568286,-0.6719396493568286
6,0.9360738113623471,-0.2601087042578124,0.2601087042578124,1.0046017197652872,-0.5028815175940133,0.5028815175940133,1.0333752895859967,-0.7454070281265879,0.7454070281265879,0.3760128741361058,0.6644060200691316,0.06828634232970807,0.3624033533692396,0.6448177778728321,0.16732626917786766,0.36212208405855334,0.7042116425894245,0.23004948226754945,0.3105765711277104,-0.09195780448285197,-0.6821201177046359,0.31293543625149395,-0.15419408813789492,-0.6917930601757684,0.36441095167377185,-0.20572849525469705,-0.7124295103211943,0.34071512191855113,0.6541526506738463,-0.6541526506738463,0.3732798261273278,0.6810893327972813,-0.6810893327972813,0.3478556957811335,0.6208507800972228,-0.6208507800972228
7,1.0184116910212182,-0.26469830282334417,0.26469830282334417,0.9845347952850573,-0.5395511769732055,0.5395511769732055,0.9498175195544103,-0.7024767475518994,0.7024767475518994,0.2948266052029716,0.6582693935732428,0.07992779021016652,0.35013774019711985,0.6624040506965079,0.18611770205890898,0.3079848590088495,0.6348381111534026,0.2727743219688948,0.2996541344911449,-0.077144151805606,-0.6424615276859802,0.3013162334683138,-0.1617517044010213,-0.7013078779668592,0.3312225750532691,-0.257141202055649,-0.6631778485559001,0.3589133761866866,0.6943835274097351,-0.6943835274097351,0.33370821668458467,0.7188727261113507,-0.7188727261113507,0.37010052748968064,0.7161804219151198,-0.7161804219151198
8,1.0592662868375775,-0.24420475738681172,0.24420475738681172,0.9919003344602902,-0.5359303969845592,0.5359303969845592,0.9925972158441481,-0.719934113733529,0.719934113733529,0.3551785931998238,0.6197925604556798,0.13121019635562747,0.33300746286339633,0.6667848874487067,0.17128586435774956,0.2896050985349123,0.6554710168186931,0.2650327089021472,0.33390139050030143,-0.10932970593310706,-0.6491272146681161,0.3610921807992729,-0.15922906745189672,-0.682617036232212,0.3512101864662034,-0.21792310117786542,-0.7210208344680888,0.35854715016354466,0.7723220198402945,-0.7723220198402945,0.3359488380792599,0.6995612417545862,-0.6995612417545862,0.37555744563661264,0.587785345295376,-0.587785345295376
9,0.97794783989028,-0.2489854574360082,0.2489854574360082,1.045961725758037,-0.4924244797969658,0.4924244797969658,0.9341523361527787,-0.7047189103374684,0.7047189103374684,0.3523098312854869,0.7243555724375931,0.07239140854736442,0.3577021147753477,0.675496121142377,0.1611932187875586,0.2916161833723768,0.6945391720188459,0.2608155360800487,0.33067937895632804,-0.07607635896638297,-0.6699947646818929,0.31970992904129064,-0.16154065226613204,-0.7158041021255017,0.38428014454579984,-0.26822040317096657,-0.6622833638903909,0.3149216622778181,0.6874210100956908,-0.6874210100956908,0.319435246714255,0.6726124705886818,-0.6726124705886818,0.3622137040215382,0.7132365126378432,-0.7132365126378432
