,0.25 ADE,0.25 AIE,0.5 ADE,0.5 AIE,0.75 ADE,0.75 AIE
0,0.6902277324001844,-0.007924939528370735,0.7395156849119464,0.005579600609462289,0.6469181609677174,-0.0005924881365376677
1,0.6289927459504506,0.0026953604168159727,0.571502136953212,-0.006504420037196042,0.7316505720714761,0.0019585106815968346
2,0.7587882022025944,-0.011276466068203775,0.6976411585258194,-0.00641988979800999,0.6484818856155956,0.003928920870482812
3,0.7293806196609345,0.01885025301184381,0.6907841112966874,0.00790126193803637,0.4629334445244423,0.0016358223497199731
4,0.7444093449362233,0.0117316369450036,0.6962315571360251,0.0028500901492667908,0.5807682306004405,0.0036000559590416968
5,0.712702721174941,-0.005541024909320385,0.6907792350797524,0.003474616539068549,0.6881433496800475,0.007654963100797971
6,0.7323274561924881,-0.0010540258813485082,0.6802015749390564,-0.00594021530606554,0.6736521579565165,0.007943179330181635
7,0.5936111788053877,-0.00263691793629814,0.681720370235701,-0.012780015458994355,0.6083386466613436,0.004472055559757137
8,0.5097482617221952,0.0020029904545224753,0.583961396173635,0.0010213080604439995,0.5426657899074694,0.010272835498518446
9,0.5987270467149286,0.011717269964790304,0.6050462075977127,0.009733636714154415,0.5991316622243991,0.004528286246170125
10,0.6388243348091011,-0.006302399550492162,0.753329295774205,0.005005956606995312,0.7068173077038048,0.002328906216472575
11,0.7479619950723883,-0.0014943617240794182,0.6860036448308202,0.0023132889931751777,0.7871654851049303,0.008853521730770097
12,0.5615033745579825,0.012201633417732758,0.6714119418450591,0.0018084716326663398,0.7021691409057262,0.00424868944009333
13,0.7227309505464286,0.007476040328517222,0.7249766134122597,-0.0028640139230983407,0.7127829634459404,0.018289543998248517
14,0.7191363856097934,-0.002727921158588771,0.7024864606848371,0.005948096535736411,0.5437442259030131,0.008157248995247385
15,0.6730951740117819,-0.002312539384347083,0.7086873816148385,0.004800701855120053,0.6935544540969529,0.007494576623912792
