,0.25 ADE,0.25 AIE,0.5 ADE,0.5 AIE,0.75 ADE,0.75 AIE
0,0.2925927673689602,0.007864687878174976,0.5206925914254068,0.005346551808756601,0.48455879454677736,-0.002742430112354981
1,0.43620499963925563,0.007396611344996877,0.4659763465665071,-0.0009413423477016635,0.5667174212613385,0.008700774470141965
2,0.6117120793774248,0.0015162447768957321,0.5054575443544048,-0.004369785825460753,0.5303510860607556,0.0107748434247641
3,0.32408346446450764,0.0057915474401778865,0.4378935376555751,0.003997569314627683,0.5409126653993821,-0.0010152613433214697
4,0.43308210647517714,-0.0016684283967260782,0.5492634323465306,0.011134502820981567,0.6188260327559858,0.002074752470394543
5,0.43286029638651313,0.00617482280530286,0.5025784980998212,-0.0010750760974268304,0.474304662836181,-0.00039527041370092776
6,0.3713803519002243,0.0030593547193852543,0.47655567793850956,0.00816931714589046,0.5369115096752719,0.00802686006603608
7,0.5412777672374256,-0.0022485556071788794,0.48107518766177615,0.0043247217046450005,0.4434428214878668,0.00861158254918223
8,0.5184224849279835,-0.002964258712394532,0.47161734888672346,0.005373000962808234,0.5783668890909419,0.012723144591059991
9,0.5964130124486124,0.00435981058995857,0.5058364469502403,0.011571231752569987,0.42403833993880274,0.013368327131197334
